Nome do jogador,Posição do jogador,Minutos jogados,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Nicolás Díaz Huincales,Defensor,349,0,0,0,0,0.1,0.1,0.1,0.2,4,14,12,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.04,3,1,33.3,0.77,0.26,0.0,0.0,30.5,0,0,0.02,-0.1,-0.1,167,208,80.3,2757,890,83,93,89.2,70,85,82.4,13,24,54.2,0.3,-0.1,3,10,4,2,168,39,3,0,1,5,167,4,1.03,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,7,6,3,0,5,6,83.3,1,7,1,6,5,14,4,0,246,6,79,125,46,8,246,9,7,77.8,1,11.1,119,486,266,4,1,140,5,15,4,3,57.1
Jair Díaz,Defensor,328,0,0,0,0,0.2,0.2,0.0,0.2,13,21,7,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,4,1,25.0,1.1,0.27,0.0,0.0,21.5,0,0,0.04,-0.2,-0.2,121,157,77.1,2159,1048,56,62,90.3,56,63,88.9,8,29,27.6,0.1,0.0,0,15,0,0,134,23,2,0,1,8,121,4,1.09,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,5,3,4,1,0,2,3,66.7,1,1,0,1,2,7,8,0,189,6,59,98,34,4,189,4,3,75.0,1,25.0,105,691,457,7,0,126,3,8,1,5,16.7
Javairô Dilrosun,Atacante,457,1,1,2,1,0.7,0.7,1.9,2.6,15,16,32,0.2,0.2,0.39,0.2,0.39,0.14,0.37,0.51,0.51,6,3,50.0,1.18,0.59,0.17,0.33,23.9,0,0,0.12,0.3,0.3,141,181,77.9,2121,508,76,87,87.4,52,64,81.3,7,13,53.8,1.1,-0.9,4,6,9,0,175,6,3,1,2,11,141,11,2.17,6,1,2,0,2,0,1,0.2,1,0,0,0,0,0,8,6,3,3,2,6,11,54.5,5,8,0,8,2,10,3,0,244,3,37,103,106,11,244,19,6,31.6,11,57.9,176,1163,565,21,4,187,8,13,1,2,33.3
Willer Ditta,Defensor,900,0,0,0,0,0.6,0.6,0.1,0.8,14,61,13,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.08,9,1,11.1,0.9,0.1,0.0,0.0,14.9,0,0,0.07,-0.6,-0.6,610,689,88.5,11862,3588,205,221,92.8,336,360,93.3,64,94,68.1,0.5,-0.1,2,55,7,0,669,20,10,0,6,0,610,10,1.0,8,0,0,2,0,0,1,0.1,1,0,0,0,0,0,11,7,6,5,0,4,9,44.4,5,15,7,8,7,18,27,0,778,55,276,447,56,10,778,2,2,100.0,0,0.0,437,2052,1084,11,1,561,4,54,16,12,57.1
Idekel Domínguez,Defensor,143,0,0,0,0,0.0,0.0,0.1,0.1,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,34,55,61.8,628,192,16,19,84.2,12,23,52.2,6,9,66.7,0.0,-0.1,1,3,0,0,40,15,1,0,1,2,34,5,3.15,3,1,1,0,0,0,1,0.63,1,0,0,0,0,0,4,4,3,0,1,3,6,50.0,3,4,1,3,1,5,4,0,77,4,33,34,11,1,77,3,1,33.3,2,66.7,31,147,66,1,0,36,1,4,2,3,40.0
Joel Domínguez,Meio-campista,4,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,4,100.0,68,7,1,1,100.0,3,3,100.0,0,0,0.0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,6,1,2,3,1,1,6,0,0,0.0,0,0.0,2,3,0,0,0,3,0,0,1,0,100.0
Jose Domínguez,Defensor,486,0,0,0,0,0.1,0.1,0.0,0.1,2,7,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,2,0,0.0,0.37,0.0,0.0,0.0,17.4,0,0,0.07,-0.1,-0.1,151,184,82.1,3054,1145,50,51,98.0,85,94,90.4,16,35,45.7,0.0,0.0,0,10,0,0,179,5,3,0,5,0,151,4,0.74,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,4,4,3,0,3,5,60.0,2,5,3,2,4,11,35,0,243,49,150,92,3,1,243,2,2,100.0,0,0.0,135,685,417,0,0,151,2,22,9,6,60.0
Juan Domínguez,Atacante,547,0,1,1,0,0.1,0.1,0.6,0.8,11,19,29,0.0,0.16,0.16,0.0,0.16,0.02,0.1,0.13,0.13,2,0,0.0,0.33,0.0,0.0,0.0,17.4,0,0,0.06,-0.1,-0.1,166,206,80.6,2459,605,87,105,82.9,62,71,87.3,8,9,88.9,1.0,0.4,9,11,5,1,195,10,1,0,1,5,166,16,2.63,14,1,1,0,0,0,2,0.33,2,0,0,0,0,0,6,5,4,2,0,2,4,50.0,2,5,1,4,2,8,1,0,261,2,45,106,116,24,261,10,2,20.0,7,70.0,169,1105,513,12,4,180,9,33,1,5,16.7
Julio Domínguez,Defensor,834,0,0,0,0,0.2,0.2,0.1,0.3,4,32,3,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.03,2,1,50.0,0.22,0.11,0.0,0.0,13.9,0,0,0.08,-0.2,-0.2,451,507,89.0,8940,3396,150,156,96.2,248,266,93.2,50,81,61.7,0.1,-0.1,4,39,1,0,493,13,10,0,2,1,451,7,0.76,6,0,0,0,0,1,2,0.22,2,0,0,0,0,0,12,7,7,4,1,5,7,71.4,2,6,5,1,11,23,25,0,569,64,282,275,14,5,569,2,1,50.0,1,50.0,377,1829,912,2,0,435,6,27,14,11,56.0
Misael Domínguez,Atacante,78,0,0,0,0,0.0,0.0,0.0,0.0,1,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,23,30,76.7,303,144,13,15,86.7,8,10,80.0,1,1,100.0,0.1,0.0,0,1,2,0,25,4,0,1,0,0,23,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0,41,0,3,14,24,0,41,7,3,42.9,4,57.1,19,118,40,6,0,26,0,3,0,0,0.0
Dória,Defensor,550,0,0,0,0,0.2,0.2,0.3,0.4,1,13,0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.07,5,0,0.0,0.82,0.0,0.0,0.0,26.9,1,0,0.03,-0.2,-0.2,290,347,83.6,5407,2156,105,108,97.2,159,171,93.0,22,59,37.3,0.2,-0.3,2,15,1,1,338,8,6,0,3,2,290,5,0.82,4,0,0,1,0,0,1,0.16,0,0,0,1,0,0,6,5,5,1,0,1,2,50.0,1,3,2,1,6,12,17,0,394,41,229,154,14,4,394,0,0,0.0,0,0.0,246,1071,614,5,0,276,6,29,12,8,60.0
Jonathan dos Santos,Meio-campista,513,0,0,0,0,0.3,0.3,0.1,0.3,7,33,13,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.06,6,1,16.7,1.05,0.18,0.0,0.0,26.7,0,0,0.04,-0.3,-0.3,355,384,92.4,6124,1751,156,165,94.5,148,159,93.1,38,47,80.9,0.3,-0.1,3,32,2,0,365,19,15,0,4,3,355,10,1.75,8,0,0,1,0,1,0,0.0,0,0,0,0,0,0,19,12,10,8,1,11,15,73.3,4,6,2,4,7,26,10,0,443,26,112,262,75,6,443,13,9,69.2,3,23.1,285,1464,809,11,0,323,13,43,0,0,0.0
Rodrigo Dourado,Meio-campista,990,0,0,0,0,0.1,0.1,0.4,0.6,7,35,3,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.05,3,1,33.3,0.27,0.09,0.0,0.0,14.4,0,0,0.04,-0.1,-0.1,455,512,88.9,8163,2856,171,181,94.5,237,254,93.3,36,54,66.7,0.4,-0.4,8,29,1,0,471,39,39,0,1,2,455,18,1.64,14,0,2,0,0,2,0,0.0,0,0,0,0,0,0,23,13,10,12,1,14,25,56.0,11,16,5,11,17,40,27,0,621,46,213,371,42,10,621,5,2,40.0,3,60.0,323,1638,805,4,1,367,5,47,17,12,58.6
Anderson Duarte,Meio-campista,84,1,0,1,1,0.5,0.5,0.0,0.5,3,3,11,1.07,0.0,1.07,1.07,1.07,0.5,0.01,0.51,0.51,2,2,100.0,2.14,2.14,0.5,0.5,19.4,1,0,0.23,0.5,0.5,24,33,72.7,483,118,10,13,76.9,9,11,81.8,4,6,66.7,0.1,0.0,1,2,0,0,29,3,0,0,0,4,24,6,6.43,3,0,0,0,2,1,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,1,0,43,1,5,10,28,4,43,7,4,57.1,3,42.9,28,202,86,2,0,29,2,4,1,2,33.3
Rubén Duarte,Defensor,628,0,0,0,0,0.1,0.1,0.9,1.0,7,39,6,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.15,0.15,4,1,25.0,0.57,0.14,0.0,0.0,23.0,0,0,0.04,-0.1,-0.1,349,405,86.2,6808,2589,114,119,95.8,185,204,90.7,44,69,63.8,0.7,-0.9,4,41,7,3,348,57,20,1,6,10,349,14,2.01,11,2,0,1,0,0,0,0.0,0,0,0,0,0,0,12,5,2,7,3,4,7,57.1,3,5,0,5,12,24,16,1,456,17,123,283,56,4,456,1,1,100.0,0,0.0,273,1140,600,3,1,268,0,28,11,9,55.0
Rafael Durán,Meio-campista,121,1,0,1,1,0.5,0.5,0.2,0.6,2,3,3,0.74,0.0,0.74,0.74,0.74,0.34,0.11,0.46,0.46,6,3,50.0,4.46,2.23,0.17,0.33,17.4,0,0,0.08,0.5,0.5,10,19,52.6,148,57,5,8,62.5,3,8,37.5,1,1,100.0,0.0,-0.2,1,1,1,1,19,0,0,0,0,1,10,3,2.25,1,0,1,1,0,0,1,0.75,0,0,0,1,0,0,2,2,0,2,0,0,0,0.0,0,2,0,2,0,2,1,0,41,1,1,15,25,7,41,4,2,50.0,2,50.0,19,164,58,1,1,20,1,6,5,12,29.4
Emmanuel Echeverría,Defensor,603,1,0,1,1,0.5,0.5,0.1,0.6,9,9,12,0.15,0.0,0.15,0.15,0.15,0.07,0.02,0.09,0.09,3,2,66.7,0.45,0.3,0.33,0.5,19.0,0,0,0.16,0.5,0.5,208,264,78.8,3295,931,118,135,87.4,76,90,84.4,11,26,42.3,0.1,-0.1,3,9,3,3,216,48,5,0,1,13,208,8,1.19,5,0,1,0,2,0,0,0.0,0,0,0,0,0,0,8,7,5,2,1,5,11,45.5,6,5,3,2,9,17,20,1,343,20,135,161,51,2,343,10,4,40.0,6,60.0,177,890,386,6,1,188,9,25,4,3,57.1
Edson,Defensor,395,0,0,0,0,0.0,0.0,0.0,0.0,6,23,6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,195,244,79.9,3802,1710,61,73,83.6,109,129,84.5,22,32,68.8,0.1,0.0,2,14,2,1,179,65,9,0,3,4,195,6,1.37,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,17,13,10,7,0,10,16,62.5,6,2,0,2,6,23,16,0,298,20,107,164,34,0,298,5,2,40.0,3,60.0,131,714,324,3,0,146,4,19,4,2,66.7
Jorge Eduardo Sánchez,Atacante,739,0,1,1,0,0.3,0.3,0.9,1.2,10,33,65,0.0,0.12,0.12,0.0,0.12,0.04,0.11,0.15,0.15,5,3,60.0,0.61,0.37,0.0,0.0,15.7,0,0,0.06,-0.3,-0.3,376,474,79.3,6441,2034,180,191,94.2,161,201,80.1,28,48,58.3,1.1,0.1,11,18,16,9,371,100,5,1,1,28,376,26,3.17,19,4,1,2,0,0,4,0.49,3,0,0,1,0,0,14,5,6,4,4,8,15,53.3,7,11,3,8,7,21,17,0,571,20,145,226,205,19,571,30,12,40.0,16,53.3,299,1564,738,10,2,352,6,31,3,4,42.9
Francisco Eduardo Venegas,Defensor,718,0,0,0,0,0.2,0.2,0.4,0.6,13,25,12,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.08,9,1,11.1,1.13,0.13,0.0,0.0,31.1,0,0,0.02,-0.2,-0.2,188,272,69.1,4302,2125,61,75,81.3,82,102,80.4,44,87,50.6,0.9,-0.4,7,22,7,1,244,27,8,1,8,10,188,14,1.75,13,1,0,0,0,0,0,0.0,0,0,0,0,0,0,20,11,10,8,2,8,18,44.4,10,4,2,2,5,25,25,0,342,28,143,150,54,6,342,1,0,0.0,1,100.0,182,1192,688,5,0,192,1,30,11,9,55.0
Luis Enrique Quiñones,Meio-campista,377,2,0,2,1,1.9,1.1,0.4,1.5,8,19,30,0.48,0.0,0.48,0.24,0.24,0.45,0.1,0.55,0.36,6,4,66.7,1.43,0.95,0.17,0.25,20.6,0,1,0.18,0.1,-0.1,116,175,66.3,1897,525,51,67,76.1,53,69,76.8,6,26,23.1,0.5,-0.4,6,16,6,1,159,15,6,0,2,17,116,22,5.25,15,1,2,2,2,0,3,0.72,1,0,0,1,1,0,6,5,3,3,0,2,8,25.0,6,7,0,7,3,9,0,0,242,1,23,124,100,18,241,28,10,35.7,15,53.6,157,867,365,7,3,176,12,24,4,4,50.0
Luis Enrique Quiñones,Atacante,171,0,1,1,0,0.1,0.1,1.2,1.3,1,6,24,0.0,0.53,0.53,0.0,0.53,0.05,0.64,0.69,0.69,4,1,25.0,2.11,0.53,0.0,0.0,22.9,0,0,0.02,-0.1,-0.1,58,78,74.4,755,224,38,43,88.4,12,20,60.0,3,7,42.9,0.5,-0.2,7,3,1,0,73,5,0,0,1,8,58,11,5.79,10,1,0,0,0,0,1,0.53,1,0,0,0,0,0,6,3,2,2,2,2,7,28.6,5,4,1,3,1,7,3,0,112,2,21,39,53,8,112,8,3,37.5,5,62.5,55,273,82,0,0,69,0,12,2,6,25.0
Robert Ergas,Defensor,355,0,1,1,0,0.3,0.3,1.4,1.7,18,2,38,0.0,0.25,0.25,0.0,0.25,0.07,0.36,0.43,0.43,6,4,66.7,1.52,1.01,0.0,0.0,18.2,0,0,0.04,-0.3,-0.3,109,158,69.0,1639,457,68,74,91.9,35,45,77.8,4,23,17.4,0.7,-0.4,9,2,4,4,138,19,3,0,1,32,109,16,4.02,13,2,1,0,0,0,2,0.5,1,1,0,0,0,0,15,9,7,6,2,10,16,62.5,6,4,0,4,4,19,8,0,209,8,35,75,102,12,209,10,6,60.0,4,40.0,128,842,401,7,3,140,3,12,1,0,100.0
Carlos Ernesto Cisneros,Atacante,235,0,0,0,0,0.4,0.4,1.2,1.5,12,10,24,0.0,0.0,0.0,0.0,0.0,0.14,0.45,0.59,0.59,7,2,28.6,2.68,0.77,0.0,0.0,21.5,1,0,0.05,-0.4,-0.4,61,85,71.8,1170,313,20,25,80.0,35,42,83.3,6,14,42.9,0.7,-1.2,5,2,7,4,75,9,1,1,0,17,61,9,3.45,5,0,0,3,1,0,1,0.38,0,0,0,1,0,0,2,2,0,0,2,1,2,50.0,1,1,0,1,1,3,1,0,115,2,7,43,68,7,115,9,4,44.4,5,55.6,75,604,258,8,0,80,5,10,1,3,25.0
Kevin Escamilla,Meio-campista,639,0,0,0,0,0.1,0.1,0.0,0.1,1,17,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.02,5,1,20.0,0.7,0.14,0.0,0.0,27.7,0,0,0.02,-0.1,-0.1,206,250,82.4,3984,1531,76,83,91.6,108,125,86.4,20,33,60.6,0.1,0.0,1,15,0,0,238,11,11,0,5,0,206,8,1.13,8,0,0,0,0,0,2,0.28,2,0,0,0,0,0,7,5,3,4,0,3,9,33.3,6,7,3,4,15,22,26,1,325,34,127,179,19,4,325,0,0,0.0,0,0.0,155,903,417,1,0,175,4,33,6,8,42.9
Alonso Escoboza,Defensor,592,0,0,0,0,0.3,0.3,1.2,1.5,19,26,30,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.24,0.24,8,1,12.5,1.22,0.15,0.0,0.0,17.5,1,0,0.04,-0.3,-0.3,205,305,67.2,3885,1375,79,94,84.0,86,120,71.7,30,67,44.8,0.7,-1.2,14,24,13,9,241,64,7,0,1,43,205,28,4.26,16,10,1,1,0,0,2,0.3,2,0,0,0,0,0,4,4,1,3,0,1,3,33.3,2,2,0,2,2,6,6,1,345,10,67,136,148,10,345,8,4,50.0,4,50.0,189,1066,590,13,2,196,3,34,1,5,16.7
Dagoberto Espinoza,Defensor,410,0,0,0,0,0.0,0.0,0.2,0.2,13,8,29,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,202,255,79.2,3154,1016,109,120,90.8,77,99,77.8,12,25,48.0,0.2,-0.2,3,11,2,1,206,49,1,0,0,14,202,7,1.54,6,0,0,0,1,0,0,0.0,0,0,0,0,0,0,11,9,7,3,1,10,16,62.5,6,4,1,3,2,13,10,0,303,15,80,126,101,1,303,12,6,50.0,6,50.0,162,983,417,8,1,170,4,27,6,2,75.0
Luis Espinoza,Atacante,36,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,10,90.0,95,14,6,7,85.7,1,1,100.0,0,0,0.0,0.0,0.0,0,0,0,0,10,0,0,0,0,0,9,1,2.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,2,1,1,0,0,14,0,1,10,3,0,14,0,0,0.0,0,0.0,8,43,26,0,0,9,0,0,0,0,0.0
Ángel Estrada,Meio-campista,187,0,0,0,0,0.0,0.0,0.0,0.0,1,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,55,69,79.7,1043,293,19,25,76.0,30,34,88.2,6,9,66.7,0.0,0.0,1,7,0,0,68,1,1,0,2,1,55,4,1.93,3,0,0,0,1,0,1,0.48,1,0,0,0,0,0,3,2,2,1,0,0,1,0.0,1,3,2,1,3,6,6,0,86,6,21,55,10,1,86,1,1,100.0,0,0.0,33,161,35,0,0,56,5,5,2,3,40.0
Oscar Estupiñan,Atacante,405,2,0,2,1,2.5,1.8,0.0,1.8,3,6,13,0.44,0.0,0.44,0.22,0.22,0.56,0.0,0.56,0.39,11,5,45.5,2.44,1.11,0.09,0.2,14.5,0,1,0.17,-0.5,-0.8,52,84,61.9,841,109,28,37,75.7,18,30,60.0,4,7,57.1,0.0,0.0,0,3,1,0,73,11,0,0,1,1,52,6,1.33,2,0,0,3,1,0,2,0.44,0,0,0,1,1,0,1,0,0,1,0,1,2,50.0,1,1,1,0,1,2,6,1,129,6,17,65,47,19,128,5,1,20.0,4,80.0,58,256,89,1,2,97,3,3,21,26,44.7
Franco Fagúndez,Meio-campista,387,1,0,1,1,0.8,0.8,1.4,2.3,4,17,11,0.23,0.0,0.23,0.23,0.23,0.2,0.33,0.53,0.53,18,7,38.9,4.19,1.63,0.06,0.14,30.1,12,0,0.05,0.2,0.2,133,198,67.2,2630,908,60,72,83.3,45,62,72.6,25,51,49.0,1.3,-1.4,10,17,3,1,156,41,12,1,2,34,133,24,5.57,10,7,2,3,2,0,1,0.23,0,0,1,0,0,0,15,9,6,5,4,8,16,50.0,8,6,2,4,3,18,6,0,264,8,45,134,89,3,264,17,9,52.9,8,47.1,132,675,249,6,0,149,8,26,3,7,30.0
Lorenzo Faravelli,Meio-campista,712,3,1,4,3,2.5,2.5,0.7,3.2,6,50,24,0.38,0.13,0.51,0.38,0.51,0.32,0.09,0.41,0.41,11,5,45.5,1.39,0.63,0.27,0.6,15.5,0,0,0.23,0.5,0.5,344,393,87.5,5441,1615,186,199,93.5,124,139,89.2,26,39,66.7,0.5,0.3,5,46,6,2,374,19,8,2,2,7,344,22,2.78,17,0,1,1,2,1,3,0.38,2,0,0,0,0,1,20,14,3,12,5,14,22,63.6,8,7,0,7,6,26,0,0,469,2,33,333,107,15,469,4,2,50.0,2,50.0,274,1091,463,11,1,355,6,39,0,2,0.0
Rafael Fernández,Defensor,594,0,0,0,0,0.2,0.2,0.0,0.2,2,27,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,4,1,25.0,0.61,0.15,0.0,0.0,20.9,0,0,0.05,-0.2,-0.2,363,439,82.7,7093,2979,121,148,81.8,204,224,91.1,36,59,61.0,0.1,0.0,1,22,2,0,381,57,18,0,2,2,363,6,0.91,4,2,0,0,0,0,1,0.15,0,1,0,0,0,0,9,8,3,6,0,4,7,57.1,3,7,5,2,11,20,19,0,507,34,215,248,50,4,507,7,5,71.4,2,28.6,302,1370,644,7,0,320,3,28,8,7,53.3
Gustavo Ferrareis,Defensor,971,1,0,1,1,0.3,0.3,1.1,1.4,15,26,30,0.09,0.0,0.09,0.09,0.09,0.03,0.1,0.13,0.13,12,4,33.3,1.11,0.37,0.08,0.25,24.9,0,0,0.02,0.7,0.7,309,414,74.6,5173,2222,154,176,87.5,120,155,77.4,28,57,49.1,1.0,-1.1,10,27,6,5,311,100,5,0,4,19,309,23,2.13,15,4,1,1,2,0,2,0.19,0,1,0,0,1,0,19,12,9,8,2,11,27,40.7,16,13,3,10,12,31,27,0,536,29,147,261,137,11,536,11,6,54.5,5,45.5,212,1217,577,9,3,249,11,48,3,9,25.0
Álvaro Fidalgo,Meio-campista,764,0,2,2,0,1.4,1.4,1.6,3.0,52,81,36,0.0,0.24,0.24,0.0,0.24,0.16,0.19,0.35,0.35,13,4,30.8,1.53,0.47,0.0,0.0,20.2,0,0,0.11,-1.4,-1.4,574,657,87.4,9088,2863,298,311,95.8,201,228,88.2,46,75,61.3,1.6,0.4,22,80,18,2,631,25,15,4,4,20,574,42,4.94,35,0,3,3,0,1,2,0.24,2,0,0,0,0,0,12,6,6,5,1,7,18,38.9,11,10,0,10,8,20,7,1,746,16,111,438,213,12,746,31,18,58.1,12,38.7,550,3708,2046,32,5,610,21,55,0,6,0.0
Iker Fimbres,Meio-campista,156,0,0,0,0,0.2,0.2,0.0,0.2,4,15,9,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,3,0,0.0,1.73,0.0,0.0,0.0,19.2,0,0,0.06,-0.2,-0.2,107,121,88.4,1904,357,47,56,83.9,48,49,98.0,10,13,76.9,0.1,0.0,0,9,1,0,120,1,1,0,1,0,107,2,1.16,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,3,3,1,2,0,2,8,25.0,6,2,0,2,2,5,3,0,147,1,21,85,41,5,147,5,4,80.0,1,20.0,96,535,259,4,0,115,4,7,1,0,100.0
Leonardo Flores,Atacante,3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,4,0.0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,3,1,4,0,0,0.0,0,0.0,2,9,1,0,0,3,1,0,1,0,100.0
Marcelo Flores,Atacante,325,1,0,1,1,0.6,0.6,0.6,1.2,25,15,54,0.28,0.0,0.28,0.28,0.28,0.17,0.15,0.33,0.33,9,2,22.2,2.49,0.55,0.11,0.5,17.0,0,0,0.07,0.4,0.4,138,181,76.2,2063,408,75,86,87.2,53,65,81.5,4,17,23.5,0.5,-0.6,7,6,7,3,169,12,1,0,1,23,138,18,4.98,14,1,2,1,0,0,0,0.0,0,0,0,0,0,0,5,3,2,1,2,4,5,80.0,1,5,1,4,5,10,1,0,237,3,15,70,152,23,237,20,11,55.0,9,45.0,153,1122,537,11,11,169,6,21,1,2,33.3
Alexis Francisco Peña,Defensor,270,0,0,0,0,0.1,0.1,0.0,0.1,2,7,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,1,0,0.0,0.33,0.0,0.0,0.0,10.9,0,0,0.11,-0.1,-0.1,110,129,85.3,2333,902,28,32,87.5,63,67,94.0,17,27,63.0,0.0,0.0,0,2,0,0,123,5,2,0,2,0,110,3,1.0,2,0,0,0,0,1,1,0.33,0,0,0,0,0,1,5,2,5,0,0,3,4,75.0,1,5,5,0,3,8,28,0,172,33,112,57,3,3,172,0,0,0.0,0,0.0,79,366,211,0,1,94,0,12,6,4,60.0
